Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S38340355,European Starling,Sturnus vulgaris,27232,1,US-CA,San Francisco,L2168386,Lincoln Park--Legion of Honor,37.784605,-122.5008202,2018-03-29,01:55 PM,eBird - Traveling Count,20,1,.644,,1,,,,
S24378244,European Starling,Sturnus vulgaris,27232,X,US-CA,Santa Clara,L231517,Don Edwards NWR (SCL Co.) (please use a more specific hotspot where possible),37.4541093,-121.974181,2017-04-21,11:50 AM,eBird - Traveling Count,97,1,1.931,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S24369614,European Starling,Sturnus vulgaris,27232,6,US-CA,Santa Cruz,L3810319,Marine Parade,36.967397,-122.005289,2016-05-06,03:10 PM,eBird - Stationary Count,20,1,,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S65225330,European Starling,Sturnus vulgaris,27232,1,US-TX,Bexar,L227485,River Legacy Park,32.7828445,-97.1163169,2017-07-25,06:12 PM,eBird - Traveling Count,29,1,.857,,1,,,,
S27323236,European Starling,Sturnus vulgaris,27232,1,US-TX,Collin,L4221327,CR 346,30.690748,-97.41851,2019-04-20,08:19 AM,eBird - Traveling Count,8,1,.322,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S26676541,Gray Catbird,Dumetella carolinensis,27413,1,US-TX,Galveston,L130767,Aransas NWR (CTC 037) (Aransas Co.),28.3108004,-96.8011664,2018-06-30,11:55 AM,eBird - Traveling Count,173,1,24.14,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S35064944,Gray Catbird,Dumetella carolinensis,27413,2,US-TX,Aransas,L129070,Sabal Palm Sanctuary (LTC 042),25.85233,-97.4176839,2020-02-24,10:19 AM,eBird - Traveling Count,75,1,1.609,,1,,Dave's Blind,,
S36169788,Gray Catbird,Dumetella carolinensis,27413,1,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2016-03-24,08:22 AM,eBird - Traveling Count,155,1,2.414,,1,,,,
S29131299,Gray Catbird,Dumetella carolinensis,27413,3,US-TX,Harris,L209616,High Island--Boy Scout Woods (UTC 055),29.5613445,-94.3902236,2018-10-13,05:05 PM,eBird - Traveling Count,119,1,.483,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S29299552,Gray Catbird,Dumetella carolinensis,27413,10,US-TX,Fort Bend,L374130,Blucher Park (CTC 071),27.791317,-97.399174,2014-05-20,08:49 AM,eBird - Traveling Count,88,1,.644,,1,,,"Blucher Park and the Nature Conservancy House  <br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S26954086,Curve-billed Thrasher,Toxostoma curvirostre,27438,1,US-TX,Dallas,L160563,Mitchell Lake Audubon Center (HOTE 103),29.3105956,-98.4996938,2018-10-30,08:33 AM,eBird - Traveling Count,320,1,8.047,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S43224441,Curve-billed Thrasher,Toxostoma curvirostre,27438,1,US-TX,Denton,L6993553,Dry Creek Bed,29.275635,-103.369068,2017-02-03,08:20 AM,eBird - Stationary Count,15,1,,,1,,,Along the dry creek bed that the road crosses,
S19063988,Curve-billed Thrasher,Toxostoma curvirostre,27438,1,US-TX,Aransas,L273764,Hugh Ramsey Park (Harlingen Arroyo Colorado) WBC (LTC 026),26.1857402,-97.6641657,2019-09-28,09:15 AM,eBird - Traveling Count,105,1,2.414,,2,,,Overcast sky,
S38163787,Curve-billed Thrasher,Toxostoma curvirostre,27438,2,US-NM,Dona Ana,L280626,Mesilla Valley Bosque SP,32.2525151,-106.8224716,2017-04-15,07:27 AM,eBird - Traveling Count,60,1,.402,,1,,,,
S27689893,Curve-billed Thrasher,Toxostoma curvirostre,27438,1,US-TX,Brewster,L128890,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),26.1849709,-98.3793885,2017-12-11,01:15 PM,eBird - Traveling Count,102,1,3.219,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S28919233,Brown Thrasher,Toxostoma rufum,27451,5,US-TX,Galveston,L273461,Goose Island SP (CTC 048),28.13255,-96.985052,2016-06-14,09:25 AM,eBird - Traveling Count,150,1,2.414,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S20992087,Brown Thrasher,Toxostoma rufum,27451,1,US-TX,Dallas,L1494343,Leon Creek Greenway--Buddy Calk Trailhead/Earl Scott Pond area,29.5563814,-98.6283979,2019-03-11,04:23 PM,eBird - Traveling Count,70,1,1.609,,1,,"GPS: 29.554531, -98.630180","70 degrees. Overcast, little to no wind. <br />Submitted from BirdLog NA for iOS, version 1.8",
S17328225,Brown Thrasher,Toxostoma rufum,27451,1,US-TX,Denton,L1197426,Big Bend NP--Road b/w Cottonwood Campground & Santa Elena Canyon,29.1586075,-103.5528374,2015-05-28,09:00 AM,eBird - Stationary Count,30,1,,,1,,,,
S44788180,Brown Thrasher,Toxostoma rufum,27451,1,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2014-11-04,07:24 AM,eBird - Traveling Count,324,1,14.484,,2,,,"65-70 degrees, overcast, wind 5-15 mph NE.",
S32728813,Brown Thrasher,Toxostoma rufum,27451,3,US-TX,Tarrant,L3236111,County Road 971,33.318382,-96.628764,2018-04-08,09:40 AM,eBird - Traveling Count,115,1,3.219,,1,,,,
S29131299,Brown Thrasher,Toxostoma rufum,27451,1,US-TX,Harris,L209616,High Island--Boy Scout Woods (UTC 055),29.5613445,-94.3902236,2018-10-13,05:05 PM,eBird - Traveling Count,119,1,.483,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S28927489,Brown Thrasher,Toxostoma rufum,27451,1,US-TX,Fort Bend,L374130,Blucher Park (CTC 071),27.791317,-97.399174,2016-06-14,05:54 PM,eBird - Traveling Count,36,1,.483,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S26954086,Long-billed Thrasher,Toxostoma longirostre,27454,3,US-TX,Dallas,L160563,Mitchell Lake Audubon Center (HOTE 103),29.3105956,-98.4996938,2018-10-30,08:33 AM,eBird - Traveling Count,320,1,8.047,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S19063988,Long-billed Thrasher,Toxostoma longirostre,27454,1,US-TX,Aransas,L273764,Hugh Ramsey Park (Harlingen Arroyo Colorado) WBC (LTC 026),26.1857402,-97.6641657,2019-09-28,09:15 AM,eBird - Traveling Count,105,1,2.414,,2,,,Overcast sky,
S27689893,Long-billed Thrasher,Toxostoma longirostre,27454,2,US-TX,Brewster,L128890,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),26.1849709,-98.3793885,2017-12-11,01:15 PM,eBird - Traveling Count,102,1,3.219,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S56271823,Long-billed Thrasher,Toxostoma longirostre,27454,2,US-TX,Fort Bend,L374130,Blucher Park (CTC 071),27.791317,-97.399174,2016-09-21,10:45 AM,eBird - Traveling Count,49,1,.724,,7,,,"78 degrees, partly cloudy, very light north wind.",
S26676541,Northern Mockingbird,Mimus polyglottos,27525,16,US-TX,Galveston,L130767,Aransas NWR (CTC 037) (Aransas Co.),28.3108004,-96.8011664,2018-06-30,11:55 AM,eBird - Traveling Count,173,1,24.14,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S25367497,Northern Mockingbird,Mimus polyglottos,27525,4,US-TX,Comal,L283372,Bastrop SP (HOTE 033),30.1125132,-97.267612,2018-12-23,09:45 AM,eBird - Traveling Count,70,1,1.609,,1,,,"<br />Submitted from eBird for iOS, version 1.1.2 Build 27",
S17964947,Northern Mockingbird,Mimus polyglottos,27525,5,US-TX,Dallas,L2509828,Bamberger Park,29.5551359,-98.6289132,2015-07-27,11:25 AM,eBird - Traveling Count,60,1,1.609,,2,,,"73 degrees. Overcast, wind 10 mph.",
S40836357,Northern Mockingbird,Mimus polyglottos,27525,1,US-TX,Cameron,L386461,"Crab Rd, Surfside",28.9488985,-95.296526,2019-05-10,07:35 AM,eBird - Traveling Count,29,1,.483,,1,,,,
S29471925,Northern Mockingbird,Mimus polyglottos,27525,1,US-TX,Denton,L128911,Big Bend NP--Chisos Basin (FWTX 42),29.2722493,-103.298049,2017-06-30,07:10 AM,eBird - Traveling Count,480,1,14.484,,1,,,"Pinnacle + Boot Canyon Trail <br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S19063988,Northern Mockingbird,Mimus polyglottos,27525,9,US-TX,Aransas,L273764,Hugh Ramsey Park (Harlingen Arroyo Colorado) WBC (LTC 026),26.1857402,-97.6641657,2019-09-28,09:15 AM,eBird - Traveling Count,105,1,2.414,,2,,"Saw one luecistic mockingbird hanging around a group of about 3-5 mockingbirds on the far south western part of the park near the bridge.   GPS: 26.184375, -97.665345  <a href=""http://imgur.com/q8bCq4n""><img src=""http://i.imgur.com/q8bCq4n.jpg"" /></a>",Overcast sky,
S29147372,Northern Mockingbird,Mimus polyglottos,27525,4,US-TX,Hidalgo,L128874,Anahuac NWR (UTC 049),29.6148414,-94.5344353,2018-10-19,07:15 AM,eBird - Traveling Count,132,1,4.023,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S38203032,Northern Mockingbird,Mimus polyglottos,27525,3,US-AZ,Coconino,L6099420,Sunset Strip Road,35.323081,-112.153557,2019-08-31,07:00 AM,eBird - Traveling Count,35,1,.644,,1,,,,
S24529998,Northern Mockingbird,Mimus polyglottos,27525,3,US-TX,Tarrant,L3236111,County Road 971,33.318382,-96.628764,2016-04-22,07:00 PM,eBird - Stationary Count,30,1,,,1,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S16529540,Northern Mockingbird,Mimus polyglottos,27525,1,US-TX,Williamson,L771913,Canyon Lake--Cranes Mill Pk,29.8940852,-98.2908582,2018-04-21,04:00 PM,eBird - Traveling Count,15,1,.322,,2,,,"Park closed for the season, only able to access the entrance road and driveway to the marina.",
S53651279,Northern Mockingbird,Mimus polyglottos,27525,1,US-TX,Bastrop,L775386,McInnish Park,32.9635946,-96.9416428,2014-07-09,05:15 PM,eBird - Traveling Count,71,1,1.609,,1,,,"77 degrees, clear, little to no wind.",
S54580292,Northern Mockingbird,Mimus polyglottos,27525,1,US-TX,Brazoria,L1050285,Lewisville Lake Environmental Learning Area (LLELA),33.0662579,-96.9750008,2017-12-23,08:28 AM,eBird - Traveling Count,68,1,5.529,,1,,,,
S38163787,Northern Mockingbird,Mimus polyglottos,27525,1,US-NM,Dona Ana,L280626,Mesilla Valley Bosque SP,32.2525151,-106.8224716,2017-04-15,07:27 AM,eBird - Traveling Count,60,1,.402,,1,,,,
S40841423,Northern Mockingbird,Mimus polyglottos,27525,1,US-TX,Harris,L6524047,Estuary Ct,29.096478,-95.108236,2019-05-10,09:42 AM,eBird - Traveling Count,8,1,.402,,1,,,,
S33589249,Northern Mockingbird,Mimus polyglottos,27525,1,US-TX,Nueces,L366758,Archbishop Fiorenza Park--W.of Eldridge Pkwy (Eldridge Retention Basin),29.7193575,-95.6289482,2018-02-03,03:41 PM,eBird - Traveling Count,81,1,1.287,,1,,,,
S35030290,Northern Mockingbird,Mimus polyglottos,27525,1,US-TX,Brewster,L246727,Anzalduas Park (LTC 068),26.1384105,-98.3327866,2014-03-12,01:54 PM,eBird - Traveling Count,84,1,1.609,,1,,,,
S28927489,Northern Mockingbird,Mimus polyglottos,27525,1,US-TX,Fort Bend,L374130,Blucher Park (CTC 071),27.791317,-97.399174,2016-06-14,05:54 PM,eBird - Traveling Count,36,1,.483,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S24332123,Northern Mockingbird,Mimus polyglottos,27525,2,US-CA,Santa Clara,L3803626,Camelot Drive,37.402976,-121.836566,2016-05-07,02:30 PM,eBird - Stationary Count,160,1,,,1,,,"Sunny, windy, 90 degrees. Watched for birds out the back window and from the back porch on and off. <br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S46851216,Northern Mockingbird,Mimus polyglottos,27525,3,US-TX,Collin,L697965,"Berry Springs Park, Georgetown",30.6820084,-97.6417637,2019-03-10,08:14 AM,eBird - Traveling Count,58,1,2.647,,1,,,"83 degrees, partly cloudy, little to no wind.",
S36968939,Eastern Bluebird,Sialia sialis,27535,2,US-TX,Comal,L5854930,1441 (Private),30.159205,-97.3144913,2018-04-22,07:50 AM,eBird - Traveling Count,86,1,1.207,,1,,,"65 degrees, clear skies, little to no wind.",
S33150894,Eastern Bluebird,Sialia sialis,27535,1,US-TX,Dallas,L783521,Crescent Bend Nature Park (Bexar Co.),29.5502272,-98.2325739,2019-05-12,12:40 PM,eBird - Traveling Count,75,1,.322,,1,,,,
S26029601,Eastern Bluebird,Sialia sialis,27535,4,US-TX,Tarrant,L3236111,County Road 971,33.318382,-96.628764,2018-11-23,12:20 PM,eBird - Traveling Count,42,1,1.287,,1,,,"<br />Submitted from eBird for iOS, version 1.1.3 Build 30",
S29424399,Eastern Bluebird,Sialia sialis,27535,3,US-TX,Williamson,L4565181,Cross Canyon (Limited Access),29.9521057,-98.3406374,2021-12-04,08:00 AM,eBird - Traveling Count,210,1,2.414,,1,,,"68-80 degrees, sunny, little to no wind.",
S53651279,Eastern Bluebird,Sialia sialis,27535,1,US-TX,Bastrop,L775386,McInnish Park,32.9635946,-96.9416428,2014-07-09,05:15 PM,eBird - Traveling Count,71,1,1.609,,1,,,"77 degrees, clear, little to no wind.",
S54581782,Eastern Bluebird,Sialia sialis,27535,5,US-TX,Brazoria,L366519,Lewisville Lake Park,33.0703978,-96.9915962,2017-12-23,09:58 AM,eBird - Traveling Count,34,1,1.609,,1,,,,
S33586916,Eastern Bluebird,Sialia sialis,27535,1,US-TX,Nueces,L257187,Bear Creek Park (UTC 097),29.8247288,-95.6288409,2018-02-03,02:00 PM,eBird - Traveling Count,70,1,.805,,1,,,,
S35030290,Eastern Bluebird,Sialia sialis,27535,1,US-TX,Brewster,L246727,Anzalduas Park (LTC 068),26.1384105,-98.3327866,2014-03-12,01:54 PM,eBird - Traveling Count,84,1,1.609,,1,,,,
S46851216,Eastern Bluebird,Sialia sialis,27535,3,US-TX,Collin,L697965,"Berry Springs Park, Georgetown",30.6820084,-97.6417637,2019-03-10,08:14 AM,eBird - Traveling Count,58,1,2.647,,1,,,"83 degrees, partly cloudy, little to no wind.",
S38203066,Western Bluebird,Sialia mexicana,27545,8,US-AZ,Coconino,L281856,Grand Canyon NP--South Rim,36.016,-112.09,2020-07-01,09:40 AM,eBird - Traveling Count,605,1,40.234,,2,,,,
S38203032,Mountain Bluebird,Sialia currucoides,27553,5,US-AZ,Coconino,L6099420,Sunset Strip Road,35.323081,-112.153557,2019-08-31,07:00 AM,eBird - Traveling Count,35,1,.644,,1,,,,
S43158516,Townsend's Solitaire,Myadestes townsendi,27571,1,US-TX,Denton,L128911,Big Bend NP--Chisos Basin (FWTX 42),29.2722493,-103.298049,2016-10-03,08:27 AM,eBird - Traveling Count,284,1,10.097,,1,,Pinnacles Trail. Only a few hundred feet past the big green water tank near the trail head. Silent. Perched up in a bare tree for a minute before diving down into more cover.,"Mostly Pinnacles Trail, some Boot Springs Trail sightings included. About 60-78 degrees, partly cloudy, wind 0-10 mph.",89011821
S29156225,Veery,Catharus fuscescens,27719,1,US-TX,Harris,L209616,High Island--Boy Scout Woods (UTC 055),29.5613445,-94.3902236,2018-10-19,05:50 PM,eBird - Traveling Count,60,0,.483,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S134783046,Veery,Catharus fuscescens,27719,1,US-TX,Fort Bend,L374130,Blucher Park (CTC 071),27.791317,-97.399174,2021-03-26,03:10 PM,eBird - Traveling Count,69,1,.738,,1,,,,
S44796170,Gray-cheeked Thrush,Catharus minimus,27724,1,US-TX,Harris,L209616,High Island--Boy Scout Woods (UTC 055),29.5613445,-94.3902236,2014-11-04,01:50 PM,eBird - Traveling Count,172,1,1.609,,2,,,,
S29299552,Gray-cheeked Thrush,Catharus minimus,27724,1,US-TX,Fort Bend,L374130,Blucher Park (CTC 071),27.791317,-97.399174,2014-05-20,08:49 AM,eBird - Traveling Count,88,1,.644,,1,,,"Blucher Park and the Nature Conservancy House  <br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S36969031,Swainson's Thrush,Catharus ustulatus,27730,1,US-TX,Comal,L5854954,Red Rock Ranch Road (Private),29.9324247,-97.3971033,2017-02-11,07:31 AM,eBird - Traveling Count,68,1,.805,,1,,,"68 degrees, partly cloudy, no wind.",
S31874175,Swainson's Thrush,Catharus ustulatus,27730,1,US-TX,Aransas,L318918,South Padre Is.--Valley Land Fund lots (LTC 036),26.0987595,-97.1674004,2019-04-04,11:45 AM,eBird - Stationary Count,65,1,,,1,,,"   Submitted from eBird for iOS, version 1.3.0 Build 86",
S44874769,Swainson's Thrush,Catharus ustulatus,27730,1,US-TX,Williamson,L4689529,Posey Ranch Road (Private),29.958402,-98.19195,2017-03-09,07:45 AM,eBird - Traveling Count,55,1,1.609,,1,,,"55 degrees, partly cloudy, no wind.",
S29131299,Swainson's Thrush,Catharus ustulatus,27730,2,US-TX,Harris,L209616,High Island--Boy Scout Woods (UTC 055),29.5613445,-94.3902236,2018-10-13,05:05 PM,eBird - Traveling Count,119,1,.483,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S28927489,Swainson's Thrush,Catharus ustulatus,27730,1,US-TX,Fort Bend,L374130,Blucher Park (CTC 071),27.791317,-97.399174,2016-06-14,05:54 PM,eBird - Traveling Count,36,1,.483,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S24395893,Swainson's Thrush,Catharus ustulatus,27730,1,US-CA,Santa Cruz,L2745685,Henry Cowell Redwoods SP--River Trail,37.0388231,-122.0642397,2016-03-27,02:22 PM,eBird - Traveling Count,137,1,2.414,,1,,Inbetween River Trail and overflow parking,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5",
S54291043,Hermit Thrush,Catharus guttatus,27739,1,US-TX,Comal,L8928155,Pearce Lane,30.140888,-97.5674817,2013-12-26,08:00 AM,eBird - Traveling Count,125,1,2.012,,1,,Singing,"62 degrees, mostly clear skies, wind 5 mph.  Survey on private property. Exact location not specified to protect landowner's privacy.",
S62586921,Hermit Thrush,Catharus guttatus,27739,1,US-TX,Dallas,L956160,Brackenridge Park--Joske Pavilion & Lambert Beach,29.4629383,-98.4698155,2017-07-15,08:38 AM,eBird - Traveling Count,68,1,1.931,,1,,,"45-55 degrees, clear, little to no wind.",
S29471925,Hermit Thrush,Catharus guttatus,27739,6,US-TX,Denton,L128911,Big Bend NP--Chisos Basin (FWTX 42),29.2722493,-103.298049,2017-06-30,07:10 AM,eBird - Traveling Count,480,1,14.484,,1,,,"Pinnacle + Boot Canyon Trail <br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S26029601,Hermit Thrush,Catharus guttatus,27739,1,US-TX,Tarrant,L3236111,County Road 971,33.318382,-96.628764,2018-11-23,12:20 PM,eBird - Traveling Count,42,1,1.287,,1,,,"<br />Submitted from eBird for iOS, version 1.1.3 Build 30",
S28371301,Hermit Thrush,Catharus guttatus,27739,1,US-TX,Williamson,L247135,Landa Park (HOTE 069),29.7117824,-98.1356484,2016-04-05,04:17 PM,eBird - Traveling Count,41,1,1.287,,1,,Panther Canyon,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S53651279,Hermit Thrush,Catharus guttatus,27739,2,US-TX,Bastrop,L775386,McInnish Park,32.9635946,-96.9416428,2014-07-09,05:15 PM,eBird - Traveling Count,71,1,1.609,,1,,,"77 degrees, clear, little to no wind.",
S27703905,Hermit Thrush,Catharus guttatus,27739,2,US-TX,Brewster,L128890,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),26.1849709,-98.3793885,2016-05-12,07:05 AM,eBird - Traveling Count,195,1,3.219,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S65225330,Hermit Thrush,Catharus guttatus,27739,1,US-TX,Bexar,L227485,River Legacy Park,32.7828445,-97.1163169,2017-07-25,06:12 PM,eBird - Traveling Count,29,1,.857,,1,,,,
S27323376,Hermit Thrush,Catharus guttatus,27739,2,US-TX,Collin,L832092,Granger Lake--Taylor Park,30.6730578,-97.3659897,2019-04-20,02:50 PM,eBird - Traveling Count,45,1,1.287,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S29131299,Wood Thrush,Hylocichla mustelina,27753,1,US-TX,Harris,L209616,High Island--Boy Scout Woods (UTC 055),29.5613445,-94.3902236,2018-10-13,05:05 PM,eBird - Traveling Count,119,1,.483,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S27734750,Wood Thrush,Hylocichla mustelina,27753,1,US-TX,Brewster,L209876,Frontera Audubon Center (LTC 058),26.1479755,-97.9897937,2019-03-27,09:25 AM,eBird - Traveling Count,260,1,1.609,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",24881141
S134783046,Wood Thrush,Hylocichla mustelina,27753,1,US-TX,Fort Bend,L374130,Blucher Park (CTC 071),27.791317,-97.399174,2021-03-26,03:10 PM,eBird - Traveling Count,69,1,.738,,1,,,,
S30249256,Wood Thrush,Hylocichla mustelina,27753,1,US-TX,Collin,L4706113,CR 175 (Private),30.5902525,-97.8022939,2017-07-26,08:30 AM,eBird - Traveling Count,120,1,2.414,,1,,Heard singing loudly and repeatedly. I was able to get close but the bird was in dense vegetation within some trees and I wasn't able to see it. I tried my best  to get a decent recording with my phone. It came out quiet so turn up your volume. I'm identifying this as a Wood Thrush instead of a Swainson's due to the long buzz/trill at the end of the song.,"80-85 degrees, partly cloudy, light winds.  Conducted a bird survey on private property right off CR 175.",30253291
S27711282,White-throated Thrush,Turdus assimilis,27889,1,US-TX,Brewster,L992930,Casa Santa Ana B&B,26.0823627,-98.1289145,2016-05-12,03:00 PM,eBird - Stationary Count,61,1,,,1,,"Seen at 3:43pm. Very brief but good views. Flew in from over the house into a tree, hopped down into the water feature, popped up for one last look and then it was gone. Was visible for a total of about 90 seconds.    <a href=""https://www.flickr.com/photos/10242571@N00/24888798580/"" title=""White-throated Thrush""><img src=""https://farm2.staticflickr.com/1480/24888798580_00f4603664_z.jpg"" alt=""White-throated Thrush"" /></a>","<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S27703905,Clay-colored Thrush,Turdus grayi,27915,2,US-TX,Brewster,L128890,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),26.1849709,-98.3793885,2016-05-12,07:05 AM,eBird - Traveling Count,195,1,3.219,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S45636567,American Robin,Turdus migratorius,27969,7,US-TX,Comal,L5854930,1441 (Private),30.159205,-97.3144913,2015-11-26,07:08 AM,eBird - Traveling Count,95,1,1.609,,2,,,"71 degrees, partly cloudy, light winds.",
S26954086,American Robin,Turdus migratorius,27969,50,US-TX,Dallas,L160563,Mitchell Lake Audubon Center (HOTE 103),29.3105956,-98.4996938,2018-10-30,08:33 AM,eBird - Traveling Count,320,1,8.047,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S86872767,American Robin,Turdus migratorius,27969,3,US-TX,Denton,L128907,Big Bend NP--Rio Grande Village (FWTX 44),29.1809226,-102.9557133,2017-07-17,08:45 AM,eBird - Traveling Count,118,1,1.9,,1,,,Rio Grande Village Campgrounds,
S38185895,American Robin,Turdus migratorius,27969,5,US-AZ,Coconino,L269402,Kaibab NF--Kaibab Lake,35.2845,-112.155,2020-07-01,05:55 AM,eBird - Traveling Count,110,1,.805,,1,,,,
S26029601,American Robin,Turdus migratorius,27969,40,US-TX,Tarrant,L3236111,County Road 971,33.318382,-96.628764,2018-11-23,12:20 PM,eBird - Traveling Count,42,1,1.287,,1,,,"<br />Submitted from eBird for iOS, version 1.1.3 Build 30",
S26908018,American Robin,Turdus migratorius,27969,2,US-TX,Williamson,L284140,Canyon Lake--Dam & Nature Trl below dam (HOTE 073),29.8696133,-98.1951008,2014-04-19,08:49 AM,eBird - Traveling Count,75,1,1.287,,1,,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",
S53651279,American Robin,Turdus migratorius,27969,18,US-TX,Bastrop,L775386,McInnish Park,32.9635946,-96.9416428,2014-07-09,05:15 PM,eBird - Traveling Count,71,1,1.609,,1,,,"77 degrees, clear, little to no wind.",
S54581782,American Robin,Turdus migratorius,27969,1,US-TX,Brazoria,L366519,Lewisville Lake Park,33.0703978,-96.9915962,2017-12-23,09:58 AM,eBird - Traveling Count,34,1,1.609,,1,,,,
S38161400,American Robin,Turdus migratorius,27969,3,US-NM,Dona Ana,L6092041,Mesilla Hills Dr,32.266268,-106.83758,2017-04-15,07:05 AM,eBird - Traveling Count,20,1,.161,,2,,,,
S33586916,American Robin,Turdus migratorius,27969,5,US-TX,Nueces,L257187,Bear Creek Park (UTC 097),29.8247288,-95.6288409,2018-02-03,02:00 PM,eBird - Traveling Count,70,1,.805,,1,,,,
S38340341,American Robin,Turdus migratorius,27969,1,US-CA,San Francisco,L1006665,Lands End,37.7862499,-122.5063992,2018-03-29,03:40 PM,eBird - Traveling Count,100,1,1.609,,1,,,,
S38228193,American Robin,Turdus migratorius,27969,1,US-CA,Santa Clara,L370800,Alum Rock Park,37.3950846,-121.8036175,2017-05-18,07:40 PM,eBird - Traveling Count,55,1,.805,,2,,,,
S27323283,American Robin,Turdus migratorius,27969,2,US-TX,Collin,L4231551,Dickerson's River Bottom,30.6511329,-97.4278421,2019-04-20,08:50 AM,eBird - Traveling Count,31,1,.322,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S28919233,Cedar Waxwing,Bombycilla cedrorum,29256,20,US-TX,Galveston,L273461,Goose Island SP (CTC 048),28.13255,-96.985052,2016-06-14,09:25 AM,eBird - Traveling Count,150,1,2.414,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S36968939,Cedar Waxwing,Bombycilla cedrorum,29256,1,US-TX,Comal,L5854930,1441 (Private),30.159205,-97.3144913,2018-04-22,07:50 AM,eBird - Traveling Count,86,1,1.207,,1,,,"65 degrees, clear skies, little to no wind.",
S33162326,Cedar Waxwing,Bombycilla cedrorum,29256,35,US-TX,Dallas,L783521,Crescent Bend Nature Park (Bexar Co.),29.5502272,-98.2325739,2019-11-29,08:58 AM,eBird - Traveling Count,71,1,2.012,,1,,,,
S57143690,Cedar Waxwing,Bombycilla cedrorum,29256,2,US-TX,Denton,L128897,Big Bend NP--Cottonwood Campground (FWTX 40),29.1366997,-103.5220032,2017-12-22,07:26 AM,eBird - Traveling Count,51,1,1.39,,1,,,Cottonwood Campground,
S26029601,Cedar Waxwing,Bombycilla cedrorum,29256,25,US-TX,Tarrant,L3236111,County Road 971,33.318382,-96.628764,2018-11-23,12:20 PM,eBird - Traveling Count,42,1,1.287,,1,,,"<br />Submitted from eBird for iOS, version 1.1.3 Build 30",
S28373572,Cedar Waxwing,Bombycilla cedrorum,29256,22,US-TX,Williamson,L247123,Canyon Lake--Canyon Pk (HOTE 074),29.9097001,-98.2211248,2016-04-05,06:02 PM,eBird - Traveling Count,37,1,2.414,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",
S53651279,Cedar Waxwing,Bombycilla cedrorum,29256,6,US-TX,Bastrop,L775386,McInnish Park,32.9635946,-96.9416428,2014-07-09,05:15 PM,eBird - Traveling Count,71,1,1.609,,1,,,"77 degrees, clear, little to no wind.",
